"CASRN"	"Chemical"	"Tc"	"Pc"	"Vc"	"omega"
"26761-40-0"	"diisodecyl phthalate"	908	10	1730	1.14
"26761-81-9"	"mixo-dichlorobutane"	598.51	36.16	347.9	0.288
"2679-87-0"	"ethyl sec-butyl ether"	520.72	30.76	383.5	0.359
"26817-31-2"	"1-nitrotridecane"	751.18	16.61	845.5	0.826
"26825-83-2"	"1-iodoheptadecane"	796.86	13.46	1006.5	1.036
"26886-05-5"	"3,5-bis(1-methylethyl)phenol"	755.67	27.47	598.7	0.59
"26896-20-8"	"2,5-dimethyl-2-ethylhexanoic acid"	713	22.5	600	0.877
"2690-08-6"	"9-thiaheptadecane"	760	14.6	940	0.88
"2695-47-8"	"6-bromo-1-hexene"	609.39	35.73	413.5	0.402
"26952-21-6"	"isooctanol"	600.92	28.49	488	0.733
"26952-23-8"	"dichloropropene"	577	43.8	277	0.206
"2696-84-6"	"4-propylaniline"	673	30	469.4	
"2696-92-6"	"nitrosyl chloride"	440.65	91.2	139	0.3005
"26963-33-7"	"2-isopentylthiophene"	685	29	498.1	
"26981-81-7"	"diethylheptylamine"	634.32	20	689.5	0.609
"26981-98-6"	"7-methyl-4-nonanol"	634.39	23.34	602.5	0.852
"2699-79-8"	"sulfuryl fluoride"	336.28	46.39	157.89	
"2717-39-7"	"1,4,5,8-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"2717-42-2"	"1,2,4-trimethylnaphthalene"	782.54	26.71	577.5	0.492
"2719-52-0"	"2-phenylpentane"	663.62	26.71	537.5	0.413
"27193-28-8"	"tert-octylphenol"	765	22.8	704	0.631
"27193-86-8"	"dodecylphenols"	770	17	854.9	
"27196-00-5"	"tetradecanol (mixed isomers)"	736.2	17.15	812.5	0.686
"2721-38-2"	"1,1-diethylcyclopentane"	624.67	29	478.5	0.321
"2724-59-6"	"17-methyloctadecanoic acid"	810	13	1080	1.07
"2726-21-8"	"DL-2,3-diphenylbutane"	778.3	22	777	0.452
"27370-94-1"	"cis-1-iodo-1-nonene"	708.62	23.75	607.5	0.463
"2738-18-3"	"2,6-dimethyl-3-heptene"	593.62	23.72	524.8	0.411
"2738-19-4"	"2-methyl-2-hexene"	546.77	29.76	408.5	0.307
"27424-87-9"	"1-methyl-4-ethylnaphthalene"	772.19	27.13	577.5	0.493
"2747-53-7"	"3-methyl-3-penteN-1-ol"	587	39	303.8	
"2749-11-3"	"s(+)-2-amino-1-propanol"	631	54.63	269.7	0.737
"275-51-4"	"azulene"	773.48	38.97	409.5	0.355
"27519-02-4"	"cis-9-tricosene"	802.72	8.73	1304.5	0.742
"27522-11-8"	"2-ethyl-1-pentanol"	598.5	31.21	440.5	0.764
"27554-26-3"	"diisooctyl phthalate"	851	11.8	1420	1.088
"27563-68-4"	"2-thiaoctadecane"	798.63	12.46	1041.5	0.774
"2757-28-0"	"triisooctylamine"	819.04	8.2	1414.9	0.737
"27574-98-7"	"2,3,4,5,6-pentamethylheptane"	645.08	18.42	677.5	0.434
"2761-84-4"	"5-dodecenoic acid"	816	20	723.2	
"27610-92-0"	"2-butyloctanoic acid"	734	19.4	705	0.967
"27644-49-1"	"3-methyl-2-octanol"	605.01	25.66	546.5	0.814
"2765-11-9"	"pentadecanal"	728.48	14.98	892.5	0.811
"2765-18-6"	"1-propylnaphthalene"	782	29.7	520	0.455
"27656-50-4"	"trans-2,2,4,6,6-pentamethyl-3-heptene"	656.77	18.72	694.8	0.548
"2768-16-3"	"5-methyl-1-nonanol"	638.09	23.16	608.5	0.883
"2768-18-5"	"5,5-dimethyl-1-hexanol"	617.99	28.44	491.5	0.738
"2769-64-4"	"butyl isocyanide"	579.93	33.68	341.5	0.428
"27712-54-5"	"trisilazane"	518.2	31.65	372.91	0.05
"27802-85-3"	"3,4,7-trimethylnonane"	644.34	18.17	689.5	0.491
"27831-13-6"	"4-ethenyl-1,2-dimethylbenzene"	679.34	29.7	468.5	0.375
"2787-43-1"	"3-methyl-1,trans-3-pentadiene"	536.73	34.81	333.5	0.241
"2787-45-3"	"3-methyl-1,cis-3-pentadiene"	536.73	34.81	333.5	0.241
"27911-72-4"	"tritetradecylamine"	1054.03	3.68	2425.5	
"2799-16-8"	"(R)-(-)-1-amino-2-propanol"	631	54.63	269.7	0.737
"2799-17-9"	"(S)-(+)-1-amino-2-propanol"	631	54.63	269.7	0.737
"280-57-9"	"triethylenediamine"	655	39.1	382	0.46
"2801-84-5"	"2,4-dimethyldecane"	640.72	18.05	695.5	0.519
"28028-91-3"	"cis-1-fluoro-1-heptene"	525.96	28.2	425.5	0.385
"28028-92-4"	"trans-1-fluoro-1-heptene"	525.96	28.2	425.5	0.385
"28054-58-2"	"silane, bromodichlorofluoro"	497.17	38.27	295.93	0.106
"28054-61-7"	"silane, dibromochlorofluoro"	535.27	39.32	310.14	0.118
"2807-30-9"	"ethylene glycol monopropyl ether"	615.2	36.51	347	0.486
"2808-71-1"	"3-ethylcyclohexene"	609.58	32.84	402.5	0.285
"2808-76-6"	"1,3-dimethylcyclohexene"	604.64	31.63	401.5	0.26
"2808-77-7"	"1,5-dimethylcyclohexene"	606	31.63	401.5	0.26
"2808-79-9"	"1,4-dimethylcyclohexene"	606	31.63	401.5	0.26
"2809-64-5"	"1,2,3,4-tetrahydro-5-methylnaphthalene"	721.7	30.76	492.5	0.379
"2809-67-8"	"2-octyne"	607.45	29.99	445.5	0.324
"281-23-2"	"tricyclo[3.3.1.13,7]decane"	703	29.2	485	0.185
"28122-24-9"	"3-ethyldiphenylmethane"	786.18	24.73	659.5	0.522
"28122-25-0"	"2-ethyldiphenylmethane"	785.23	24.73	659.5	0.522
"28122-27-2"	"3',5'-dimethyldiphenylmethane"	788.71	24.36	659.5	0.521
"28122-28-3"	"2',4'-dimethyldiphenylmethane"	791.49	24.36	659.5	0.521
"28122-29-4"	"2',2""-dimethyldiphenylmethane"	792.88	24.36	659.5	0.521
"28123-70-8"	"5-chlorononane"	661.88	22.27	588.5	0.505
"28148-04-1"	"1,3-dibromo-2-methylpropane"	672.32	47.17	377.5	0.435
"2816-57-1"	"2,6-dimethylcyclohexanone"	670	32.5	421.7	
"2819-86-5"	"pentamethylphenol"	751	29.8	546	0.569
"2825-79-8"	"trans-2-octadecenoic acid"	936	15	1085.6	
"28267-29-0"	"ethyl tridecanoate"	708	15.8	834.7	
"28292-42-4"	"3-aminoheptane"	565.35	29.19	459.3	0.409
"28292-43-5"	"5-methyl-2-hexylamine"	565.35	29.19	459.3	0.409
"28303-42-6"	"dodecyl formate"	713.2	16	807	0.798
"28320-88-9"	"3-chloro-3-methyloctane"	661.88	22.27	588.5	0.505
"28320-89-0"	"3-chloro-3-ethylheptane"	661.88	22.27	588.5	0.505
"28332-44-7"	"5-methyl-4-hexeN-2-one"	615	35.6	391.3	
"28347-13-9"	"xylene chloride"	735	33	446	
"2835-39-4"	"isovaleric acid, allyl ester"	736	27	494.4	
"2837-89-0"	"2-chloro-1,1,1,2-tetrafluoroethane"	395.65	36.6	243.8	0.288
"28467-75-6"	"2-tridecyne"	701.82	18.81	725.5	0.539
"2847-72-5"	"4-methyldecane"	629.99	19.48	645.5	0.507
"2851-83-4"	"3-thiapentadecane"	762.23	15.44	873.5	0.7
"28519-06-4"	"decyl chloride (mixed isomers)"	679.88	20.38	644.5	0.547
"2854-16-2"	"1-amino-2-methyl-2-propanol"	571.82	41.4	300	0.711
"2855-08-5"	"1-chloro-3,3-dimethylbutane"	583.68	30.46	409.5	0.283
"28553-12-0"	"diisononyl phthalate"	835	10.8	1370	1.031
"28623-46-3"	"nonadecanenitrile"	801.62	10.63	1125.5	0.839
"28652-72-4"	"methylbiphenyl"	790.07	35.2	538	0.425
"2867-59-6"	"3-amino-1-butanol"	571.82	41.4	300	0.711
"2869-34-3"	"tridecylamine"	721.7	16.4	785	0.706
"287-23-0"	"cyclobutane"	459.93	49.8	210	0.185
"287-27-4"	"thiacyclobutane"	602	58.6	218	0.173
"287-92-3"	"cyclopentane"	511.7	45.1	260	0.195
"2870-04-4"	"2-ethyl-m-xylene"	671	30.2	482	0.407
"2874-74-0"	"2-methyldodecanoic acid"	746.59	17.7	787.5	0.937
"2876-35-9"	"2-tert-butylnaphthalene"	783.88	25.46	622.5	0.445
"2876-44-0"	"2-octylnaphthalene"	825.21	17.58	857.5	0.699
"2876-45-1"	"2-heptylnaphthalene"	814.1	19.09	801.5	0.662
"2876-46-2"	"2-hexylnaphthalene"	803.49	20.79	745.5	0.623
"2876-51-9"	"1-octylnaphthalene"	821.26	17.58	857.5	0.699
"2876-52-0"	"1-heptylnaphthalene"	811.44	19.09	801.5	0.662
"2876-53-1"	"1-hexylnaphthalene"	813	22.5	741	0.587
"288-13-1"	"1H-pyrazole"	734	66	235	0.287
"288-14-2"	"isoxazole"	590	61	190.9	0.257
"288-42-6"	"oxazole"	554	63.2	237	0.231
"28804-88-8"	"dimethylnaphthalene, isomers"	776.35	30.52	520.8	0.424
"2882-96-4"	"3-methylpentadecane"	713.56	13.26	969.2	0.683
"2882-97-5"	"2,3-dimethylpentadecane"	729.97	12.45	1028.9	0.685
"2882-98-6"	"nonylcyclopentane"	716.95	17.62	760.5	0.566
"28823-41-8"	"2-methyl-2,4-hexadiene"	556	34.5	347.8	
"2883-02-5"	"nonylcyclohexane"	737.79	16.62	808.5	0.577
"2883-08-1"	"1,3-dicyclohexyl-2-methylpropane"	768.14	18.2	797.5	0.512
"2884-06-2"	"2,3-dimethylnonane"	631.11	19.61	639.5	0.478
"2885-00-9"	"1-octadecanethiol"	795.36	12.04	1097.5	0.798
"289-80-5"	"pyridazine"	774	54.9	274	0.204
"289-95-2"	"pyrimidine"	638	54.9	274	0.211
"28947-77-5"	"trihexadecylamine"	1133.51	3.46	2630.6	
"28950-34-7"	"sulfur (III) nitiride"	665.98	41.32	351.07	
"290-37-9"	"pyrazine"	626	54.9	274	0.203
"29022-31-9"	"3,3-dimethyl-4-nonyne"	660.54	22.29	613.5	0.46
"29044-06-2"	"2-methyl-2,5-hexanediol"	677.27	35.47	448.5	1.141
"29063-28-3"	"octyl alcohol"	600.92	28.49	488	0.733
"29072-93-3"	"2-methyl-2-propoxypropane"	558.21	28.29	428.5	0.307
"2909-77-5"	"2,6-diisopropyl-N,N-dimethylaniline"	730	21	755.9	
"2909-79-7"	"4-tert-butyl-N,N-dimethylaniline"	710	25	626.9	
"291-64-5"	"cycloheptane"	604.2	38.2	353	0.241
"29136-19-4"	"nonadecylbenzene"	841.84	9.26	1327.5	0.778
"29138-91-8"	"1-octyl-[1,2,3,4-tetrahydronaphthalene]"	797.31	16.32	884.5	0.669
"2917-26-2"	"1-hexadecanethiol"	774.68	13.82	985.5	0.763
"2918-13-0"	"1-hepteN-3-one"	615	35.6	391.3	
"292-64-8"	"cyclooctane"	647.2	35.6	410	0.252
"2922-51-2"	"2-heptadecanone"	745.97	12.87	993.5	0.827
"29281-39-8"	"tert-pentyl vinyl ether"	561	29	403.2	
"293-55-0"	"cyclononane"	682	33.44	457	0.281
"293-96-9"	"cyclodecane"	709	30.4	506	0.292
"29316-05-0"	"sec-pentylbenzene"	678.03	26.02	540.1	0.42
"2934-05-6"	"2,4-bis(1-methylethyl)phenol"	755.67	27.47	598.7	0.59
"29342-44-7"	"2-chloro-2,5-dimethylhexane"	642.41	24.43	532.5	0.462
"2935-44-6"	"2,5-hexanediol"	648.79	39.36	397.5	1.179
"29369-63-9"	"methyltetradecylamine"	722.7	14.4	895	0.792
"2938-98-9"	"2-methyl-1,4-butanediol"	615.82	44.56	341.5	1.142
"29387-86-8"	"propylene glycol butyl ether, isomers"	618	29.4	460.6	
"29394-58-9"	"1-iodo-2-methylbutane"	589.91	40.78	328.5	0.694
"294-41-7"	"cycloundecane"	728.78	27.38	545.5	0.298
"294-62-2"	"cyclododecane"	747.23	25.46	593.5	0.313
"294-65-5"	"thiacyclododecane"	796.44	27.94	583.5	0.314
"29443-50-3"	"2,2-diiodobutane"	735.41	37.78	424.5	0.227
"29472-95-5"	"5-methyl-2-sec-butylphenol"	751	29.8	546	0.569
"29488-27-5"	"3-isopropylthiophene"	652.61	38.2	381.5	0.312
"295-02-3"	"cyclotridecane"	764.06	23.73	641.5	0.328
"295-05-6"	"thiacyclotridecane"	808.34	25.95	631.5	0.329
"295-17-0"	"cyclotetradecane"	777.91	22.17	689.5	0.343
"295-20-5"	"thiacyclotetradecane"	818.79	24.17	679.5	0.344
"295-48-7"	"cyclopentadecane"	791.72	20.76	737.5	0.357
"295-51-2"	"thiacyclopentadecane"	827.84	22.57	727.5	0.359
"295-65-8"	"cyclohexadecane"	804.08	19.48	785.5	0.371
"295-68-1"	"thiacyclohexadecane"	836.95	21.12	775.5	0.373
"295-97-6"	"cycloheptadecane"	815.06	18.31	833.5	0.385
"29559-52-2"	"1,1,2-trichloro-2-methylpropane"	635.65	35.18	389.5	0.271
"29559-54-4"	"1,1-dichloro-2,2-dimethylpropane"	633.42	32.84	396.5	0.262
"29559-55-5"	"1,3-dichloro-2,2-dimethylpropane"	629.69	32.54	402.5	0.291
"29576-14-5"	"1-bromo-trans-2-butene"	581.68	45.59	301.5	0.312
"29590-42-9"	"isooctyl acrylate"	672	22.5	578.4	
"296-00-4"	"thiacycloheptadecane"	844.72	19.81	823.5	0.387
"296-18-4"	"cyclooctadecane"	824.69	17.25	881.5	0.399
"296-21-9"	"thiacyclooctadecane"	852.59	18.61	871.5	0.401
"296-44-6"	"cyclononadecane"	834.39	16.27	929.5	0.412
"296-47-9"	"thiacyclononadecane"	859.18	17.52	919.5	0.415
"296-56-0"	"cycloeicosane"	842.81	15.38	977.5	0.424
"29662-90-6"	"2,2-dimethyloctanoic acid"	713	22.5	600	0.877
"29664-53-7"	"methylpentadecylamine"	734.3	13.4	950	0.814
"29703-52-4"	"2-eicosanone"	773.72	10.58	1161.5	0.84
"29772-40-5"	"2,2,3-trimethyl-3-heptanol"	616.23	23.84	592.5	0.724
"29780-00-5"	"methyl 12-tridecenoate"	738	18	773.8	
"2979-19-3"	"3,3-dimethylcyclohexanone"	670	32.5	421.7	
"2980-69-0"	"4-methylundecane"	649.36	17.92	701.5	0.548
"2980-71-4"	"2-methyl-1-nonene"	616	21.9	553	0.453
"29806-73-3"	"octyl palmitate"	815	10.1	1271.4	
"2983-37-1"	"ethyl 2-ethylhexanoate"	637	22	600	0.579
"29833-69-0"	"2-methyl-1-pentadecene"	718.92	13.65	913.5	0.673
"29843-58-1"	"1,4-dichloro-2-methyl-2-butene"	660	35	376	
"29843-62-7"	"2-methyl-5-nonanol"	634.39	23.34	602.5	0.852
"2987-16-8"	"3,3-dimethylbutanal"	558.82	34.56	377.5	0.37
"29882-57-3"	"2-chloropentane, (+)"	556.69	33.67	355.7	0.283
"29887-11-4"	"2-ethyl-1,3-pentanediol"	645.6	34.2	468.5	1.211
"29911-27-1"	"di(propylene glycol) propyl ether, isomers"	629	24	578	0.963
"29916-45-8"	"1,2-dibromo-2,3-dimethylbutane"	684.21	36.82	489.5	0.526
"29964-84-9"	"isodecyl methacrylate"	738	18	773.8	
"29972-79-0"	"methyl 11-dodecenoate"	716	19	717.4	
"300-57-2"	"2-propenylbenzene"	640.92	34.24	412.5	0.332
"3001-66-9"	"2-octanethiol"	653	25	527	0.423
"3002-57-1"	"dimethylheptadecylamine"	770.6	10.4	1115	0.749
"3004-93-1"	"2-methyloctanoic acid"	694	25.4	572	0.791
"3007-31-6"	"didodecylamine"	827.88	8.12	1414.5	0.732
"30090-17-6"	"4-isobutylaniline"	690	29.85	525.5	0.69
"30122-12-4"	"1,3-dichloropentane"	632.7	32.14	407.5	0.352
"30136-13-1"	"N-propoxypropanol (mixed isomers)"	600	32.4	407.3	0.817
"3017-23-0"	"deuterium cyanide"	482.63	113.56	96.81	0.435
"3017-67-2"	"2-bromo-1-decene"	683.71	23.63	637.5	0.579
"3017-68-3"	"2-bromo-cis2-butene"	557.88	45.9	302.5	0.286
"3017-69-4"	"1-bromo-2-methyl-1-propene"	565.96	45.9	302.5	0.286
"3017-70-7"	"2-bromo-3-methyl-2-butene"	598.09	40.73	359.5	0.305
"3017-71-8"	"2-bromo-trans-2-butene"	571.87	45.9	302.5	0.286
"3019-20-3"	"isopropyl phenyl sulfide"	708.21	33.57	479.5	0.386
"302-01-2"	"hydrazine"	653.15	147	158	0.3142
"30207-98-8"	"undecanol"	696.85	21.3	650.5	0.596
"30213-29-7"	"3,cis-5-dimethylcyclopentene"	557.42	34.32	353.5	0.245
"30273-11-1"	"4-sec-butylaniline"	690	29.85	525.5	0.69
"3031-05-8"	"1,2,6-trimethylnaphthalene"	779.72	26.71	577.5	0.492
"3031-08-1"	"1,3,6-trimethylnaphthalene"	779.72	26.71	577.5	0.492
"3031-15-0"	"1,2,3,4-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"3031-16-1"	"1,2,5,8-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"30310-22-6"	"2-bromo-4-methylpentane"	597.83	34.24	421.5	0.373
"30316-17-7"	"1,2,3,4-tetrahydro-2,5,8-trimethylnaphthalene"	749.21	25.13	604.5	0.468
"3035-75-4"	"2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)tridecane"	864.27	6.55	1685.6	
"30388-40-0"	"3-methyl-4-propylphenol"	762.45	33.76	421.5	0.541
"3042-50-0"	"1,4-dimethyl-2-propylbenzene"	677.57	25.69	543.5	0.441
"30427-51-1"	"diethyloctadecylamine"	769.24	9.23	1305.5	0.79
"3043-33-2"	"2-methyl-2,3-pentadiene"	534.09	36.95	332.5	0.229
"3048-64-4"	"5-vinyl-2-norbornene, endo and exo"	626	32.1	427	0.249
"3054-92-0"	"2,3,4-trimethyl-3-pentanol"	591.06	28.94	479.5	0.674
"30540-31-9"	"1-bromo-2,3-dimethylbutane"	616.11	34.36	422.5	0.341
"3055-14-9"	"1-methyl-3,5-diisopropylbenzene"	714	21.8	648	0.529
"30586-10-8"	"dichloropentane"	622.42	32.41	403.7	0.318
"306-83-2"	"2,2-dichloro-1,1,1-trifluoroethane"	456.94	36.76	278	0.282
"30673-60-0"	"propyl decanoate"	682	17.4	776	0.759
"3068-00-6"	"1,2,4-butanetriol"	697	57.6	311	1.796
"3070-53-9"	"1,6-heptadiene"	556	34.5	347.8	
"3071-00-9"	"dieicosylamine"	1093.64	3.93	2310.5	
"3073-66-3"	"1,1,3-trimethylcyclohexane"	612.06	28.75	469.5	0.267
"3073-92-5"	"1-propoxy-butane"	558.21	28.29	428.5	0.307
"3074-61-1"	"1-propylcyclopentene"	602.71	31.92	410.5	0.315
"3074-64-4"	"2,3-dimethyl-2-heptene"	593.62	23.72	524.8	0.411
"3074-71-3"	"2,3-dimethylheptane"	589.6	24.01	515	0.385
"3074-75-7"	"4-ethyl-2-methylhexane"	580	24.01	504	0.386
"3074-76-8"	"3-ethyl-3-methylhexane"	597.5	25.53	487	0.352
"3074-77-9"	"3-ethyl-4-methylhexane"	593.7	25.13	490	0.372
"30749-25-8"	"3-isobutylphenol"	733	34.68	415.5	0.51
"30899-19-5"	"pentanol"	562.34	38.9	326.9	0.577
"30937-52-1"	"rhenium (V) fluoride"	774.1	0	0	
"30951-88-3"	"diethylhexadecylamine"	746.71	10.41	1193.5	0.812
"3102-33-8"	"trans-3-penteN-2-one"	575	43.6	305.2	
"31032-94-7"	"2-methyl-3-ethylnaphthalene"	776.44	27.13	577.5	0.488
"31080-39-4"	"2-propylheptanoic acid"	713	22.5	600	0.877
"31087-44-2"	"(R)-(-)-2-pentanol"	562.34	38.9	326.9	0.577
"3121-79-7"	"4,4-dimethyl-1-pentanol"	597.3	31.6	435.5	0.695
"3121-82-2"	"2,2-dimethyl-1,5-pentanediol"	644.63	35.14	454.5	1.175
"3121-83-3"	"2-butyl-2-methyl-1,3-propanediol"	692.04	31	517	1.28
"31241-42-6"	"1-nitrotetradecane"	762.2	15.38	901.5	0.851
"31283-43-9"	"2-chloro-1-octene"	640.48	25.74	512.5	0.43
"31294-91-4"	"3-iodohexane"	610.59	36.2	384.5	0.739
"31294-92-5"	"3-iodoheptane"	646.56	32.06	446.5	0.816
"31294-93-6"	"4-iodoheptane"	646.56	32.06	446.5	0.816
"31294-94-7"	"1-iodo-2-methylpentane"	610.59	36.2	384.5	0.739
"31294-95-8"	"2-iodo-2-methylpentane"	597.98	36.69	379.5	0.668
"31294-96-9"	"2-iodo-4-methylpentane"	599.13	36.55	378.5	0.705
"31294-97-0"	"3-iodo-2-methylpentane"	597.44	36.55	378.5	0.705
"31294-98-1"	"1-iodo-2,2-dimethylbutane"	594.3	36.2	384.5	0.739
"31295-00-8"	"1-iodo-2,3-dimethylbutane"	614.19	36.69	379.5	0.668
"3133-01-5"	"1-tricosanol"	821.6	10.4	1292.7	
"31366-00-4"	"1,2,3-trimethyl-5-ethylbenzene"	693.04	25.3	543.5	0.441
"31367-46-1"	"3-methyl-2-heptanol"	593.34	28.35	490.5	0.773
"3142-72-1"	"2-methyl-2-pentenoic acid"	696	33	389.4	
"31501-11-8"	"cis-3-hexenyl caproate"	694	21.5	619.8	
"31508-08-4"	"6,6-dimethyl-1-hepteN-4-yne"	595	30	424.8	
"31508-12-0"	"1-noneN-4-yne"	595	30	424.8	
"3155-43-9"	"1,18-octadecanediol"	837.63	13.11	1081.5	1.13
"31576-40-6"	"osmium (V) fluoride"	939.36	0	0	
"3162-62-7"	"1,1-dichlorodecane"	704.32	19.86	687.5	0.57
"31642-67-8"	"8-nonenoic acid"	756	25	545.9	
"31703-09-0"	"trisulfur dichloride"	489.74	35.76	298.29	
"31720-69-1"	"1,2,2-trimethylcyclohexanol"	655	33.9	478.8	
"3173-53-3"	"cyclohexyl isocyanate"	633	34.7	408	0.525
"3173-72-6"	"1,5-diisocyanatonaphthalene"	818	27.2	635	0.73
"3174-67-2"	"1,3-pentanediol"	653.86	44.09	347.5	1.179
"3175-23-3"	"1,2,2-trichloropropane"	611.68	39.16	339.5	0.256
"31772-05-1"	"1,13-dibromotridecane"	777.32	18.58	881.5	0.813
"3178-22-1"	"tert-butylcyclohexane"	667	25.7	534	0.274
"3178-23-2"	"dicyclohexylmethane"	749.48	23.66	629.5	0.385
"3178-24-3"	"1,3-dicyclohexylpropane"	766.86	19.79	741.5	0.471
"3178-29-8"	"4-propylheptane"	601	21.78	545	0.444
"3179-47-3"	"decyl methacrylate"	738	18	773.8	
"3179-63-3"	"3-(dimethylamino)-1-propanol"	626.41	37.9	368	0.841
"3180-09-4"	"2-butylphenol"	713.69	34.36	421.5	0.542
"31805-48-8"	"3-methyl-2-ethylthiophene"	652	37.13	387.5	0.342
"31841-77-7"	"5,5-dimethyl-2-hexanol"	599.88	28.69	485.5	0.706
"31844-95-8"	"2-bromo-1-pentene"	576.34	39.96	359.5	0.341
"31844-96-9"	"2-bromo-3-methyl-1-butene"	570.77	40.36	353.5	0.311
"31849-75-9"	"cis-1-bromo-1-pentene"	584.97	40.21	357.5	0.357
"31849-76-0"	"trans-1-bromo-1-pentene"	584.97	40.21	357.5	0.357
"31849-78-2"	"cis-1-bromo-1-butene"	554.15	45.59	301.5	0.312
"3195-86-6"	"2-ethylthiacyclopropane"	594.72	45.78	262.5	0.244
"31950-55-7"	"4-bromo-3-methyl-1-butene"	569.74	40.11	352.5	0.337
"31950-56-8"	"4-bromo-1-pentene"	581.77	40.11	352.5	0.337
"320-60-5"	"2,4-dichlorobenzotrifluoride"	646	28.1	443	0.434
"32018-76-1"	"2,5-dimethyl-4-ethylphenol"	711.68	33.18	421.5	0.54
"32064-78-1"	"7-methyl-5-octeN-4-one"	655	28.6	511.2	
"3208-16-0"	"2-ethylfuran"	557.25	42.55	306.5	0.333
"32114-79-7"	"2-methyl-1-isopropylnaphthalene"	817.54	24.8	627.5	0.507
"3218-02-8"	"cyclohexanemethanamine"	622	34.9	393	0.386
"3221-61-2"	"2-methyloctane"	582.8	23.1	541	0.458
"3226-32-2"	"2-hexylphenol"	755.67	27.47	598.7	0.59
"3228-01-1"	"3-methyl-2-propylphenol"	762.45	33.76	421.5	0.541
"3228-02-2"	"3-methyl-4-isopropylphenol"	732.05	34.08	415.5	0.509
"3228-03-3"	"3-methyl-5-isopropylphenol"	738.01	34.08	415.5	0.509
"3228-04-4"	"2-methyl-6-isopropylphenol"	746.4	34.08	415.5	0.509
"3228-99-7"	"2,2-bis(chloromethyl)-1,3-dichloropropane"	725	32	490.7	
"32321-65-6"	"zirconium telluride"	1592.9	418.15	82.98	
"3234-49-9"	"1,2-dibromopentane"	671.42	41.52	433.5	0.48
"32341-91-6"	"3-methyl-1,1-diphenylethane"	786.32	24.93	653.5	0.491
"32341-92-7"	"2-methyl-1,1-diphenylethane"	787.73	24.93	653.5	0.491
"32367-54-7"	"2-ethyl-[1,2,3,4-tetrahydronaphthalene]"	739.79	27.73	548.5	0.424
"3238-38-8"	"2,3,4,6-tetramethylphenol"	743.7	32.62	421.5	0.538
"3238-75-3"	"2-(dipropylamino)ethanol"	741	31	512	
"3240-09-3"	"5-methyl-5-hexeN-2-one"	615	35.6	391.3	
"32442-47-0"	"2-iodo-3-methyl-1-butene"	619.84	36.07	379.5	0.242
"32444-34-1"	"3-methyl-2-ethyl-1-butanol"	596.52	31.49	434.5	0.731
"32620-08-9"	"trans-1-bromo-1-butene"	567.34	45.59	301.5	0.312
"32665-23-9"	"isopropyl isopentanoate"	599.25	25.13	499	0.472
"3268-49-3"	"3-(methylthio)propanal"	650	40.2	314	0.417
"3274-28-0"	"2-propylhexanoic acid"	703	24.5	547	0.831
"3274-29-1"	"2-ethylheptanoic acid"	703	24.5	547	0.831
"32764-34-4"	"6-methyl-3-heptyl acetate"	650.6	20.8	617.5	0.574
"32768-54-0"	"2,3-dichlorotoluene"	710	36.2	404	0.343
"32812-23-0"	"2,2-dimethyl-1,4-butanediol"	636.35	39.91	392.5	1.105
"32814-16-7"	"cis-1-fluoro-1-octene"	548.71	25.53	481.5	0.429
"32814-17-8"	"trans-1-fluoro-1-octene"	548.71	25.53	481.5	0.429
"3290-06-0"	"1,3-dichloro-5-(chloromethyl)benzene"	737	33.4	447	0.26
"32970-37-9"	"3,4-dimethyltetrahydrofuran"	581.14	36.47	332.5	0.282
"3302-10-1"	"3,5,5-trimethylhexanoic acid"	703	24.5	547	0.831
"3302-16-7"	"3,3-dimethylbutanenitrile"	598.54	30.86	386.5	0.379
"33021-02-2"	"tert-butyl isobutyl ether"	563.33	25.07	489.3	0.415
"33083-83-9"	"5-undecanone"	678.01	20.46	657.5	0.653
"33189-72-9"	"trans-tetradec-11-eN-1-yl acetate"	782	16	906.4	
"3321-50-4"	"1,2-dicyclohexylethane"	762.12	21.59	685.5	0.429
"33228-44-3"	"4-pentylaniline"	700	27.5	566.1	
"33228-45-4"	"4-hexylaniline"	710	25	626.9	
"33234-93-4"	"7-methyl-1-nonanol"	638.09	23.16	608.5	0.883
"3329-48-4"	"3,5-dimethyl-1-hexeN-3-ol"	615	31	387.5	
"334-48-5"	"decanoic acid"	722.1	22.5	608	0.806
"334-49-6"	"trans-2-decenoic acid"	776	23	600.8	
"334-56-5"	"1-fluorodecane"	623.1	19.7	608	0.555
"334-68-9"	"1-fluorododecane"	658.6	16.7	718	0.625
"33425-49-9"	"1-nonyl-[1,2,3,4-tetrahydronaphthalene]"	805.45	15.13	940.5	0.702
"33429-72-0"	"4-chloro-2,2-dimethylpentane"	621.08	26.93	476.5	0.418
"3344-70-5"	"1,12-dibromododecane"	766.37	20.22	825.5	0.779
"33467-73-1"	"cis-3-hexenyl formate"	592.33	28.3	428	0.432
"33467-74-2"	"cis-3-hexenyl propionate"	628	24.5	504.8	
"33467-76-4"	"trans-2-hepteN-1-ol"	601	35	341	
